error,count
"&quot;...    &quot;required&quot; : [ &quot;[type&quot;, &quot;name&quot; ],     &quot;properties&quot; : {       &quot;type&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 2,         &quot;description&quot; : &quot;The animal type&quot;       },       &quot;name&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 1,         &quot;description&quot; : &quot;The name of the animal]&quot;       }     },    ...&quot; did not equal &quot;...    &quot;required&quot; : [ &quot;[name&quot;, &quot;type&quot; ],     &quot;properties&quot; : {       &quot;name&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 1,         &quot;description&quot; : &quot;The name of the animal&quot;       },       &quot;type&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 2,         &quot;description&quot; : &quot;The animal type]&quot;       }     },    ...&quot;",3
"&quot;...    &quot;required&quot; : [ &quot;[type&quot;, &quot;name&quot;, &quot;isDomestic&quot; ],     &quot;properties&quot; : {       &quot;type&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 1,         &quot;description&quot; : &quot;The pet type&quot;       },       &quot;name&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 2,         &quot;description&quot; : &quot;The name of the pet]&quot;       },       &quot;is...&quot; did not equal &quot;...    &quot;required&quot; : [ &quot;[name&quot;, &quot;type&quot;, &quot;isDomestic&quot; ],     &quot;properties&quot; : {       &quot;name&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 2,         &quot;description&quot; : &quot;The name of the pet&quot;       },       &quot;type&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 1,         &quot;description&quot; : &quot;The pet type]&quot;       },       &quot;is...&quot;",4
"&quot;...    &quot;required&quot; : [ &quot;[type&quot;, &quot;name&quot;, &quot;isDomestic&quot; ],     &quot;properties&quot; : {       &quot;clawCount&quot; : {         &quot;type&quot; : &quot;integer&quot;,         &quot;format&quot; : &quot;int32&quot;       },       &quot;type&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 1,         &quot;description&quot; : &quot;The pet type&quot;       },       &quot;name&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 2,         &quot;description&quot; : &quot;The name of the pet]&quot;       },       &quot;is...&quot; did not equal &quot;...    &quot;required&quot; : [ &quot;[name&quot;, &quot;type&quot;, &quot;isDomestic&quot; ],     &quot;properties&quot; : {       &quot;clawCount&quot; : {         &quot;type&quot; : &quot;integer&quot;,         &quot;format&quot; : &quot;int32&quot;       },       &quot;name&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 2,         &quot;description&quot; : &quot;The name of the pet&quot;       },       &quot;type&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 1,         &quot;description&quot; : &quot;The pet type]&quot;       },       &quot;is...&quot;",2
"&quot;...on&quot;:{&quot;properties&quot;:{&quot;[double&quot;:{&quot;type&quot;:&quot;number&quot;,&quot;format&quot;:&quot;double&quot;},&quot;float&quot;:{&quot;type&quot;:&quot;number&quot;,&quot;format&quot;:&quot;float&quot;},&quot;birthDate&quot;:{&quot;type&quot;:&quot;string&quot;,&quot;format&quot;:&quot;date-time&quot;},&quot;properties&quot;:{&quot;type&quot;:&quot;object&quot;,&quot;additionalProperties&quot;:{&quot;type&quot;:&quot;string&quot;}},&quot;address&quot;:{&quot;$ref&quot;:&quot;Address&quot;},&quot;firstName&quot;:{&quot;type&quot;:&quot;string&quot;},&quot;id&quot;:{&quot;type&quot;:&quot;integer&quot;,&quot;format&quot;:&quot;int64]&quot;}}}}&quot; did not equal &quot;...on&quot;:{&quot;properties&quot;:{&quot;[id&quot;:{&quot;type&quot;:&quot;integer&quot;,&quot;format&quot;:&quot;int64&quot;},&quot;firstName&quot;:{&quot;type&quot;:&quot;string&quot;},&quot;address&quot;:{&quot;$ref&quot;:&quot;Address&quot;},&quot;properties&quot;:{&quot;type&quot;:&quot;object&quot;,&quot;additionalProperties&quot;:{&quot;type&quot;:&quot;string&quot;}},&quot;birthDate&quot;:{&quot;type&quot;:&quot;string&quot;,&quot;format&quot;:&quot;date-time&quot;},&quot;float&quot;:{&quot;type&quot;:&quot;number&quot;,&quot;format&quot;:&quot;float&quot;},&quot;double&quot;:{&quot;type&quot;:&quot;number&quot;,&quot;format&quot;:&quot;double]&quot;}}}}&quot;",1
,13
"&quot;...perties&quot; : {       &quot;[lastName&quot; : {         &quot;type&quot; : &quot;string&quot;       },       &quot;firstName&quot; : {         &quot;type&quot; : &quot;string&quot;       },       &quot;name&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 1,         &quot;description&quot; : &quot;The name of the animal&quot;       },       &quot;type&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 2,         &quot;description&quot; : &quot;The animal type]&quot;       }     },    ...&quot; did not equal &quot;...perties&quot; : {       &quot;[name&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 1,         &quot;description&quot; : &quot;The name of the animal&quot;       },       &quot;type&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 2,         &quot;description&quot; : &quot;The animal type&quot;       },       &quot;firstName&quot; : {         &quot;type&quot; : &quot;string&quot;       },       &quot;lastName&quot; : {         &quot;type&quot; : &quot;string]&quot;       }     },    ...&quot;",1
"&quot;...rties&quot; : {         &quot;[lastName&quot; : {           &quot;type&quot; : &quot;string&quot;         },         &quot;fir]stName&quot; : {         ...&quot; did not equal &quot;...rties&quot; : {         &quot;[firstName&quot; : {           &quot;type&quot; : &quot;string&quot;         },         &quot;la]stName&quot; : {         ...&quot;",1
"&quot;...ss&quot;:{&quot;properties&quot;:{&quot;[count&quot;:{&quot;type&quot;:&quot;integer&quot;,&quot;format&quot;:&quot;int32&quot;},&quot;name&quot;:{&quot;type&quot;:&quot;string]&quot;}}}}&quot; did not equal &quot;...ss&quot;:{&quot;properties&quot;:{&quot;[name&quot;:{&quot;type&quot;:&quot;string&quot;},&quot;count&quot;:{&quot;type&quot;:&quot;integer&quot;,&quot;format&quot;:&quot;int32]&quot;}}}}&quot;",1
"&quot;...st&quot;:{&quot;properties&quot;:{&quot;[items&quot;:{&quot;type&quot;:&quot;array&quot;,&quot;items&quot;:{&quot;type&quot;:&quot;string&quot;}},&quot;name&quot;:{&quot;type&quot;:&quot;string&quot;]}}}}&quot; did not equal &quot;...st&quot;:{&quot;properties&quot;:{&quot;[name&quot;:{&quot;type&quot;:&quot;string&quot;},&quot;items&quot;:{&quot;type&quot;:&quot;array&quot;,&quot;items&quot;:{&quot;type&quot;:&quot;string&quot;}]}}}}&quot;",1
&quot;[boolean]Value&quot; was not equal to &quot;[int]Value&quot;,1
"&quot;...perties&quot; : {       &quot;[age&quot; : {         &quot;type&quot; : &quot;integer&quot;,         &quot;format&quot; : &quot;int32&quot;       },       &quot;name&quot; : {         &quot;type&quot; : &quot;string&quot;       }     }   },   &quot;NestedModel&quot; : {     &quot;properties&quot; : {       &quot;localtime&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;format&quot; : &quot;date-time&quot;       },       &quot;complexModel&quot; : {         &quot;$ref&quot; : &quot;ComplexModel]&quot;       }     }   } ...&quot; did not equal &quot;...perties&quot; : {       &quot;[name&quot; : {         &quot;type&quot; : &quot;string&quot;       },       &quot;age&quot; : {         &quot;type&quot; : &quot;integer&quot;,         &quot;format&quot; : &quot;int32&quot;       }     }   },   &quot;NestedModel&quot; : {     &quot;properties&quot; : {       &quot;complexModel&quot; : {         &quot;$ref&quot; : &quot;ComplexModel&quot;       },       &quot;localtime&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;format&quot; : &quot;date-time]&quot;       }     }   } ...&quot;",1
"&quot;...perties&quot; : {       &quot;[firstName&quot; : {         &quot;type&quot; : &quot;string&quot;       },       &quot;lastName&quot; : {         &quot;type&quot; : &quot;string&quot;       },       &quot;name&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 1,         &quot;description&quot; : &quot;The name of the animal&quot;       },       &quot;type&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 2,         &quot;description&quot; : &quot;The animal type&quot;       }     },     &quot;discriminator&quot; : &quot;type&quot;   },   &quot;Pet&quot; : {     &quot;allOf&quot; : [ {       &quot;$ref&quot; : &quot;Human&quot;     }, {       &quot;required&quot; : [ &quot;isDomestic&quot;, &quot;name&quot;, &quot;type&quot; ],       &quot;properties&quot; : {         &quot;type&quot; : {           &quot;type&quot; : &quot;string&quot;,           &quot;position&quot; : 1,           &quot;description&quot; : &quot;The pet type&quot;         },         &quot;name&quot; : {           &quot;type&quot; : &quot;string&quot;,           &quot;position&quot; : 2,           &quot;description&quot; : &quot;The name of the pet&quot;         },]         &quot;isDomestic...&quot; did not equal &quot;...perties&quot; : {       &quot;[name&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 1,         &quot;description&quot; : &quot;The name of the animal&quot;       },       &quot;type&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 2,         &quot;description&quot; : &quot;The animal type&quot;       },       &quot;firstName&quot; : {         &quot;type&quot; : &quot;string&quot;       },       &quot;lastName&quot; : {         &quot;type&quot; : &quot;string&quot;       }     },     &quot;discriminator&quot; : &quot;type&quot;   },   &quot;Pet&quot; : {     &quot;allOf&quot; : [ {       &quot;$ref&quot; : &quot;Human&quot;     }, {       &quot;required&quot; : [ &quot;isDomestic&quot; ],       &quot;properties&quot; : {]         &quot;isDomestic...&quot;",1
"&quot;...al&quot;     }, {       &quot;[required&quot; : [ &quot;name&quot;, &quot;type&quot; ],       &quot;properties&quot; : {         &quot;firstName&quot; : {           &quot;type&quot; : &quot;string&quot;         },         &quot;lastName&quot; : {           &quot;type&quot; : &quot;string&quot;         },         &quot;name&quot; : {           &quot;type&quot; : &quot;string&quot;,           &quot;position&quot; : 1,           &quot;description&quot; : &quot;The name of the animal&quot;         },         &quot;type&quot; : {           &quot;type&quot; : &quot;string&quot;,           &quot;position&quot; : 2,           &quot;description&quot; : &quot;The animal type&quot;         }       }     } ]   },   &quot;Pet&quot; : {     &quot;allOf&quot; : [ {       &quot;$ref&quot; : &quot;Human&quot;     }, {       &quot;required&quot; : [ &quot;isDomestic&quot;, &quot;name&quot;, &quot;type&quot; ],       &quot;properties&quot; : {         &quot;type&quot; : {           &quot;type&quot; : &quot;string&quot;,           &quot;position&quot; : 1,           &quot;description&quot; : &quot;The pet type&quot;         },         &quot;name&quot; : {           &quot;type&quot; : &quot;string&quot;,           &quot;position&quot; : 2,           &quot;description&quot; : &quot;The name of the pet&quot;         },]         &quot;isDomestic...&quot; did not equal &quot;...al&quot;     }, {       &quot;[properties&quot; : {         &quot;firstName&quot; : {           &quot;type&quot; : &quot;string&quot;         },         &quot;lastName&quot; : {           &quot;type&quot; : &quot;string&quot;         }       }     } ]   },   &quot;Pet&quot; : {     &quot;allOf&quot; : [ {       &quot;$ref&quot; : &quot;Human&quot;     }, {       &quot;required&quot; : [ &quot;isDomestic&quot; ],       &quot;properties&quot; : {]         &quot;isDomestic...&quot;",1
"&quot;...    &quot;required&quot; : [ &quot;[isDomestic&quot;, &quot;name&quot;, &quot;type&quot; ],     &quot;properties&quot; : {       &quot;type&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 1,         &quot;description&quot; : &quot;The pet type&quot;       },       &quot;name&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 2,         &quot;description&quot; : &quot;The name of the pet]&quot;       },       &quot;is...&quot; did not equal &quot;...    &quot;required&quot; : [ &quot;[name&quot;, &quot;type&quot;, &quot;isDomestic&quot; ],     &quot;properties&quot; : {       &quot;name&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 2,         &quot;description&quot; : &quot;The name of the pet&quot;       },       &quot;type&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;position&quot; : 1,         &quot;description&quot; : &quot;The pet type]&quot;       },       &quot;is...&quot;",1
"&quot;...ouble&quot;       }     }[,     &quot;subTypes&quot; : [ ]]   } }&quot; did not equal &quot;...ouble&quot;       }     }[]   } }&quot;",3
"&quot;...ormat&quot;:&quot;date-time&quot;}}[,&quot;subTypes&quot;:[]]}}&quot; did not equal &quot;...ormat&quot;:&quot;date-time&quot;}}[]}}&quot;",3
"&quot;...n&quot; : 3       }     }[,     &quot;subTypes&quot; : [ ]]   } }&quot; did not equal &quot;...n&quot; : 3       }     }[]   } }&quot;",9
"&quot;...&quot;:{&quot;type&quot;:&quot;string&quot;}}[,&quot;subTypes&quot;:[]]}}&quot; was not equal to &quot;...&quot;:{&quot;type&quot;:&quot;string&quot;}}[]}}&quot;",3
&quot;...     type: &quot;string&quot; [  subTypes: [] ]&quot; did not equal &quot;...     type: &quot;string&quot; []&quot;,3
"&quot;...&quot;:{&quot;type&quot;:&quot;string&quot;}}[,&quot;subTypes&quot;:[]]}}&quot; did not equal &quot;...&quot;:{&quot;type&quot;:&quot;string&quot;}}[]}}&quot;",3
"&quot;...&quot;,&quot;format&quot;:&quot;int32&quot;}}[,&quot;subTypes&quot;:[]]}&quot; was not equal to &quot;...&quot;,&quot;format&quot;:&quot;int32&quot;}}[]}&quot;",3
"&quot;...&quot;,&quot;format&quot;:&quot;int32&quot;}}[,&quot;subTypes&quot;:[]]}&quot; did not equal &quot;...&quot;,&quot;format&quot;:&quot;int32&quot;}}[]}&quot;",3
"&quot;...criminator&quot; : &quot;type&quot;[,     &quot;subTypes&quot; : [ ]   },   &quot;Pet&quot; : {     &quot;allOf&quot; : [ {       &quot;$ref&quot; : &quot;Human&quot;     }, {       &quot;required&quot; : [ &quot;isDomestic&quot;, &quot;name&quot;, &quot;type&quot; ],       &quot;properties&quot; : {         &quot;type&quot; : {           &quot;type&quot; : &quot;string&quot;,           &quot;position&quot; : 1,           &quot;description&quot; : &quot;The pet type&quot;         },         &quot;name&quot; : {           &quot;type&quot; : &quot;string&quot;,           &quot;position&quot; : 2,           &quot;description&quot; : &quot;The name of the pet&quot;         },         &quot;isDomestic&quot; : {           &quot;type&quot; : &quot;boolean&quot;,           &quot;position&quot; : 3         }       },       &quot;subTypes&quot; : [ ]]     } ]   } }&quot; did not equal &quot;...criminator&quot; : &quot;type&quot;[   },   &quot;Pet&quot; : {     &quot;allOf&quot; : [ {       &quot;$ref&quot; : &quot;Human&quot;     }, {       &quot;required&quot; : [ &quot;isDomestic&quot;, &quot;name&quot;, &quot;type&quot; ],       &quot;properties&quot; : {         &quot;type&quot; : {           &quot;type&quot; : &quot;string&quot;,           &quot;position&quot; : 1,           &quot;description&quot; : &quot;The pet type&quot;         },         &quot;name&quot; : {           &quot;type&quot; : &quot;string&quot;,           &quot;position&quot; : 2,           &quot;description&quot; : &quot;The name of the pet&quot;         },         &quot;isDomestic&quot; : {           &quot;type&quot; : &quot;boolean&quot;,           &quot;position&quot; : 3         }       }]     } ]   } }&quot;",1
"&quot;...perties&quot; : {       &quot;[type&quot; : {         &quot;type&quot; : &quot;string&quot;       },       &quot;name&quot; : {         &quot;type&quot; : &quot;string&quot;       }     },     &quot;discriminator&quot; : &quot;type&quot;,     &quot;subTypes&quot; : [ ]   },   &quot;Human&quot; : {     &quot;allOf&quot; : [ {       &quot;$ref&quot; : &quot;Animal&quot;     }, {       &quot;properties&quot; : {         &quot;name&quot; : {           &quot;type&quot; : &quot;string&quot;         },         &quot;type&quot; : {           &quot;type&quot; : &quot;string&quot;         },         &quot;firstName&quot; : {           &quot;type&quot; : &quot;string&quot;         },         &quot;lastName&quot; : {           &quot;type&quot; : &quot;string&quot;         }       },       &quot;subTypes&quot; : [ ]     } ]   },   &quot;Pet&quot; : {     &quot;allOf&quot; : [ {       &quot;$ref&quot; : &quot;Human&quot;     }, {       &quot;required&quot; : [ &quot;isDomestic&quot;, &quot;name&quot;, &quot;type&quot; ],       &quot;properties&quot; : {         &quot;type&quot; : {           &quot;type&quot; : &quot;string&quot;,           &quot;position&quot; : 1,           &quot;description&quot; : &quot;The pet type&quot;         },         &quot;name&quot; : {           &quot;type&quot; : &quot;string&quot;,           &quot;position&quot; : 2,           &quot;description&quot; : &quot;The name of the pet&quot;         },         &quot;isDomestic&quot; : {           &quot;type&quot; : &quot;boolean&quot;,           &quot;position&quot; : 3         }       },       &quot;subTypes&quot; : [ ]]     } ]   } }&quot; did not equal &quot;...perties&quot; : {       &quot;[name&quot; : {         &quot;type&quot; : &quot;string&quot;       },       &quot;type&quot; : {         &quot;type&quot; : &quot;string&quot;       }     },     &quot;discriminator&quot; : &quot;type&quot;   },   &quot;Human&quot; : {     &quot;allOf&quot; : [ {       &quot;$ref&quot; : &quot;Animal&quot;     }, {       &quot;properties&quot; : {         &quot;name&quot; : {           &quot;type&quot; : &quot;string&quot;         },         &quot;type&quot; : {           &quot;type&quot; : &quot;string&quot;         },         &quot;firstName&quot; : {           &quot;type&quot; : &quot;string&quot;         },         &quot;lastName&quot; : {           &quot;type&quot; : &quot;string&quot;         }       }     } ]   },   &quot;Pet&quot; : {     &quot;allOf&quot; : [ {       &quot;$ref&quot; : &quot;Human&quot;     }, {       &quot;required&quot; : [ &quot;isDomestic&quot;, &quot;name&quot;, &quot;type&quot; ],       &quot;properties&quot; : {         &quot;type&quot; : {           &quot;type&quot; : &quot;string&quot;,           &quot;position&quot; : 1,           &quot;description&quot; : &quot;The pet type&quot;         },         &quot;name&quot; : {           &quot;type&quot; : &quot;string&quot;,           &quot;position&quot; : 2,           &quot;description&quot; : &quot;The name of the pet&quot;         },         &quot;isDomestic&quot; : {           &quot;type&quot; : &quot;boolean&quot;,           &quot;position&quot; : 3         }       }]     } ]   } }&quot;",1
"&quot;...&quot;,&quot;format&quot;:&quot;int32&quot;}}[,&quot;subTypes&quot;:[]]}}&quot; did not equal &quot;...&quot;,&quot;format&quot;:&quot;int32&quot;}}[]}}&quot;",3
"&quot;...:{&quot;type&quot;:&quot;string&quot;}}}[,&quot;subTypes&quot;:[]]}}&quot; did not equal &quot;...:{&quot;type&quot;:&quot;string&quot;}}}[]}}&quot;",3
"&quot;...:{&quot;type&quot;:&quot;boolean&quot;}}[,&quot;subTypes&quot;:[]]}}&quot; did not equal &quot;...:{&quot;type&quot;:&quot;boolean&quot;}}[]}}&quot;",3
"&quot;...int32&quot;       }     }[,     &quot;subTypes&quot; : [ ]   },   &quot;NestedModel&quot; : {     &quot;properties&quot; : {       &quot;complexModel&quot; : {         &quot;$ref&quot; : &quot;ComplexModel&quot;       },       &quot;localtime&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;format&quot; : &quot;date-time&quot;       }     },     &quot;subTypes&quot; : [ ]]   } }&quot; did not equal &quot;...int32&quot;       }     }[   },   &quot;NestedModel&quot; : {     &quot;properties&quot; : {       &quot;complexModel&quot; : {         &quot;$ref&quot; : &quot;ComplexModel&quot;       },       &quot;localtime&quot; : {         &quot;type&quot; : &quot;string&quot;,         &quot;format&quot; : &quot;date-time&quot;       }     }]   } }&quot;",1
"&quot;{&quot;[]required&quot;:false,&quot;typ...&quot; was not equal to &quot;{&quot;[in&quot;:&quot;query&quot;,&quot;]required&quot;:false,&quot;typ...&quot;",2
