error,count
"Unsolved symbol in JavaParserClassDeclaration{wrappedNode=public final class PositionUtils {      private  PositionUtils() {     // prevent instantiation     }      public static &lt;T extends Node&gt; void sortByBeginPosition(List&lt;T&gt; nodes) {         sortByBeginPosition(nodes, false);     }      public static &lt;T extends Node&gt; void sortByBeginPosition(List&lt;T&gt; nodes, final boolean ignoringAnnotations) {         Collections.sort(nodes, new Comparator&lt;Node&gt;() {              @Override             public int compare(Node o1, Node o2) {                 return PositionUtils.compare(o1, o2, ignoringAnnotations);             }         });     }      public static boolean areInOrder(Node a, Node b) {         return areInOrder(a, b, false);     }      public static boolean areInOrder(Node a, Node b, boolean ignoringAnnotations) {         return compare(a, b, ignoringAnnotations) &lt;= 0;     }      private static int compare(Node a, Node b, boolean ignoringAnnotations) {         if (ignoringAnnotations) {             int signLine = signum(beginLineWithoutConsideringAnnotation(a) - beginLineWithoutConsideringAnnotation(b));             if (signLine == 0) {                 return signum(beginColumnWithoutConsideringAnnotation(a) - beginColumnWithoutConsideringAnnotation(b));             } else {                 return signLine;             }         }         int signLine = signum(a.getBeginLine() - b.getBeginLine());         if (signLine == 0) {             return signum(a.getBeginColumn() - b.getBeginColumn());         } else {             return signLine;         }     }      public static AnnotationExpr getLastAnnotation(Node node) {         if (node instanceof AnnotableNode) {             List&lt;AnnotationExpr&gt; annotations = new LinkedList&lt;AnnotationExpr&gt;();             annotations.addAll(((AnnotableNode) node).getAnnotations());             if (annotations.size() == 0) {                 return null;             }             sortByBeginPosition(annotations);             return annotations.get(annotations.size() - 1);         } else {             return null;         }     }      private static int beginLineWithoutConsideringAnnotation(Node node) {         return beginNodeWithoutConsideringAnnotations(node).getBeginLine();     }      private static int beginColumnWithoutConsideringAnnotation(Node node) {         return beginNodeWithoutConsideringAnnotations(node).getBeginColumn();     }      private static Node beginNodeWithoutConsideringAnnotations(Node node) {         if (node instanceof MethodDeclaration) {             MethodDeclaration casted = (MethodDeclaration) node;             return casted.getType();         } else if (node instanceof FieldDeclaration) {             FieldDeclaration casted = (FieldDeclaration) node;             return casted.getType();         } else if (node instanceof ClassOrInterfaceDeclaration) {             ClassOrInterfaceDeclaration casted = (ClassOrInterfaceDeclaration) node;             return casted.getNameExpr();         } else {             return node;         }     }      public static boolean nodeContains(Node container, Node contained, boolean ignoringAnnotations) {         if (!ignoringAnnotations || PositionUtils.getLastAnnotation(container) == null) {             return container.contains(contained);         }         if (!container.contains(contained)) {             return false;         }         // let&#x27;s not consider it contained         if (container instanceof AnnotableNode) {             int bl = beginLineWithoutConsideringAnnotation(container);             int bc = beginColumnWithoutConsideringAnnotation(container);             if (bl &gt; contained.getBeginLine())                 return false;             if (bl == contained.getBeginLine() &amp;&amp; bc &gt; contained.getBeginColumn())                 return false;             if (container.getEndLine() &lt; contained.getEndLine())                 return false;             if (container.getEndLine() == contained.getEndLine() &amp;&amp; container.getEndColumn() &lt; contained.getEndColumn())                 return false;             return true;         }         return true;     } }} : Method &#x27;sortByBeginPosition&#x27; with parameterTypes [ReferenceTypeUsage{declaration=ReflectionClassDeclaration{clazz=java.util.List}, typeParameters=[ReferenceTypeUsage{declaration=JavaParserClassDeclaration{wrappedNode=/**  * Abstract class for all AST nodes that represent comments.  *   * @see BlockComment  * @see LineComment  * @see JavadocComment  * @author Julio Vilmar Gesser  */ public abstract class Comment extends Node {      private String content;      private Node commentedNode;      public  Comment() {     }      public  Comment(String content) {         this.content = content;     }      public  Comment(int beginLine, int beginColumn, int endLine, int endColumn, String content) {         super(beginLine, beginColumn, endLine, endColumn);         this.content = content;     }      /**      * Return the text of the comment.      *       * @return text of the comment      */     public final String getContent() {         return content;     }      /**      * Sets the text of the comment.      *       * @param content      *            the text of the comment to set      */     public void setContent(String content) {         this.content = content;     }      public boolean isLineComment() {         return false;     }      public LineComment asLineComment() {         if (isLineComment()) {             return (LineComment) this;         } else {             throw new UnsupportedOperationException(&quot;Not a line comment&quot;);         }     }      public Node getCommentedNode() {         return this.commentedNode;     }      public void setCommentedNode(Node commentedNode) {         if (commentedNode == null) {             this.commentedNode = commentedNode;             return;         }         if (commentedNode == this) {             throw new IllegalArgumentException();         }         if (commentedNode instanceof Comment) {             throw new IllegalArgumentException();         }         this.commentedNode = commentedNode;     }      public boolean isOrphan() {         return this.commentedNode == null;     } }}, typeParameters=[]}]}]",4
Method &#x27;setAsParentNodeOf&#x27; cannot be resolved in context setAsParentNodeOf(this.stmts) (line: 65) me.tomassetti.symbolsolver.resolution.javaparser.contexts.MethodCallExprContext@b3d2e09d,2
Method &#x27;setAsParentNodeOf&#x27; cannot be resolved in context setAsParentNodeOf(this.typeArgs) (line: 102) me.tomassetti.symbolsolver.resolution.javaparser.contexts.MethodCallExprContext@672ef6b3,2
"Method &#x27;sortByBeginPosition&#x27; cannot be resolved in context sortByBeginPosition(nodes, false) (line: 46) me.tomassetti.symbolsolver.resolution.javaparser.contexts.MethodCallExprContext@83430e00",3
Method &#x27;setAsParentNodeOf&#x27; cannot be resolved in context setAsParentNodeOf(this.typeArgs) (line: 96) me.tomassetti.symbolsolver.resolution.javaparser.contexts.MethodCallExprContext@672ef6b3,2
"Method &#x27;accept&#x27; cannot be resolved in context n1.accept(this, n2) (line: 142) me.tomassetti.symbolsolver.resolution.javaparser.contexts.MethodCallExprContext@4b5423e",4
Method &#x27;setAsParentNodeOf&#x27; cannot be resolved in context setAsParentNodeOf(this.entries) (line: 82) me.tomassetti.symbolsolver.resolution.javaparser.contexts.MethodCallExprContext@2ab97698,2
"Unsolved symbol in ReflectionClassDeclaration{clazz=java.util.Collections} : Method &#x27;sort&#x27; with parameterTypes [ReferenceTypeUsage{declaration=ReflectionClassDeclaration{clazz=java.util.List}, typeParameters=[TypeUsageOfTypeParameter{typeParameter=me.tomassetti.symbolsolver.resolution.javaparser.declarations.JavaParserTypeParameter@cb2a34c3}]}, ReferenceTypeUsage{declaration=ReflectionClassDeclaration{clazz=java.util.Comparator}, typeParameters=[ReferenceTypeUsage{declaration=JavaParserClassDeclaration{wrappedNode=/**  * Abstract class for all nodes of the AST.  *  * Each Node can have one associated comment which describe it and  * a number of &quot;orphan comments&quot; which it contains but are not specifically  * associated to any element.  *   * @author Julio Vilmar Gesser  */ public abstract class Node implements Cloneable {      private int beginLine;      private int beginColumn;      private int endLine;      private int endColumn;      private Node parentNode;      private List&lt;Node&gt; childrenNodes = new LinkedList&lt;Node&gt;();      private List&lt;Comment&gt; orphanComments = new LinkedList&lt;Comment&gt;();      /**      * This attribute can store additional information from semantic analysis.      */     private Object data;      private Comment comment;      public  Node() {     }      public  Node(final int beginLine, final int beginColumn, final int endLine, final int endColumn) {         this.beginLine = beginLine;         this.beginColumn = beginColumn;         this.endLine = endLine;         this.endColumn = endColumn;     }      /**      * Accept method for visitor support.      *       * @param &lt;R&gt;      *            the type the return value of the visitor      * @param &lt;A&gt;      *            the type the argument passed to the visitor      * @param v      *            the visitor implementation      * @param arg      *            the argument passed to the visitor      * @return the result of the visit      */     public abstract &lt;R, A&gt; R accept(GenericVisitor&lt;R, A&gt; v, A arg);      /**      * Accept method for visitor support.      *       * @param &lt;A&gt;      *            the type the argument passed for the visitor      * @param v      *            the visitor implementation      * @param arg      *            any value relevant for the visitor      */     public abstract &lt;A&gt; void accept(VoidVisitor&lt;A&gt; v, A arg);      /**      * Return the begin column of this node.      *       * @return the begin column of this node      */     public final int getBeginColumn() {         return beginColumn;     }      /**      * Return the begin line of this node.      *       * @return the begin line of this node      */     public final int getBeginLine() {         return beginLine;     }      /**      * This is a comment associated with this node.      *      * @return comment property      */     public final Comment getComment() {         return comment;     }      /**      * Use this to retrieve additional information associated to this node.      *      * @return data property      */     public final Object getData() {         return data;     }      /**      * Return the end column of this node.      *       * @return the end column of this node      */     public final int getEndColumn() {         return endColumn;     }      /**      * Return the end line of this node.      *       * @return the end line of this node      */     public final int getEndLine() {         return endLine;     }      /**      * Sets the begin column of this node.      *       * @param beginColumn      *            the begin column of this node      */     public final void setBeginColumn(final int beginColumn) {         this.beginColumn = beginColumn;     }      /**      * Sets the begin line of this node.      *       * @param beginLine      *            the begin line of this node      */     public final void setBeginLine(final int beginLine) {         this.beginLine = beginLine;     }      /**      * Use this to store additional information to this node.      *      * @param comment to be set      */     public final void setComment(final Comment comment) {         if (comment != null &amp;&amp; (this instanceof Comment)) {             throw new RuntimeException(&quot;A comment can not be commented&quot;);         }         if (this.comment != null) {             this.comment.setCommentedNode(null);         }         this.comment = comment;         if (comment != null) {             this.comment.setCommentedNode(this);         }     }      /**      * Use this to store additional information to this node.      *      * @param data to be set      */     public final void setData(final Object data) {         this.data = data;     }      /**      * Sets the end column of this node.      *       * @param endColumn      *            the end column of this node      */     public final void setEndColumn(final int endColumn) {         this.endColumn = endColumn;     }      /**      * Sets the end line of this node.      *       * @param endLine      *            the end line of this node      */     public final void setEndLine(final int endLine) {         this.endLine = endLine;     }      /**      * Return the String representation of this node.      *       * @return the String representation of this node      */     @Override     public final String toString() {         final DumpVisitor visitor = new DumpVisitor();         accept(visitor, null);         return visitor.getSource();     }      public final String toStringWithoutComments() {         final DumpVisitor visitor = new DumpVisitor(false);         accept(visitor, null);         return visitor.getSource();     }      @Override     public final int hashCode() {         return toString().hashCode();     }      @Override     public boolean equals(final Object obj) {         if (obj == null || !(obj instanceof Node)) {             return false;         }         return EqualsVisitor.equals(this, (Node) obj);     }      @Override     public Node clone() {         return this.accept(new CloneVisitor(), null);     }      public Node getParentNode() {         return parentNode;     }      public List&lt;Node&gt; getChildrenNodes() {         return childrenNodes;     }      public boolean contains(Node other) {         if (getBeginLine() &gt; other.getBeginLine())             return false;         if (getBeginLine() == other.getBeginLine() &amp;&amp; getBeginColumn() &gt; other.getBeginColumn())             return false;         if (getEndLine() &lt; other.getEndLine())             return false;         if (getEndLine() == other.getEndLine() &amp;&amp; getEndColumn() &lt; other.getEndColumn())             return false;         return true;     }      public void addOrphanComment(Comment comment) {         orphanComments.add(comment);         comment.setParentNode(this);     }      /**      * This is a list of Comment which are inside the node and are not associated      * with any meaningful AST Node.      *      * For example, comments at the end of methods (immediately before the parenthesis)      * or at the end of CompilationUnit are orphan comments.      *      * When more than one comments preceed a statement, the one immediately preceeding it      * it is associated with the statements, while the others are &quot;orphan&quot;.      * @return all comments that cannot be attributed to a concept      */     public List&lt;Comment&gt; getOrphanComments() {         return orphanComments;     }      /**      * This is the list of Comment which are contained in the Node either because      * they are properly associated to one of its children or because they are floating      * around inside the Node      * @return all Comments within the node as a list      */     public List&lt;Comment&gt; getAllContainedComments() {         List&lt;Comment&gt; comments = new LinkedList&lt;Comment&gt;();         comments.addAll(getOrphanComments());         for (Node child : getChildrenNodes()) {             if (child.getComment() != null) {                 comments.add(child.getComment());             }             comments.addAll(child.getAllContainedComments());         }         return comments;     }      /**      * Assign a new parent to this node, removing it      * from the list of children of the previous parent, if any.      *      * @param parentNode node to be set as parent      */     public void setParentNode(Node parentNode) {         // remove from old parent, if any         if (this.parentNode != null) {             this.parentNode.childrenNodes.remove(this);         }         this.parentNode = parentNode;         // add to new parent, if any         if (this.parentNode != null) {             this.parentNode.childrenNodes.add(this);         }     }      protected void setAsParentNodeOf(List&lt;? extends Node&gt; childNodes) {         if (childNodes != null) {             Iterator&lt;? extends Node&gt; it = childNodes.iterator();             while (it.hasNext()) {                 Node current = it.next();                 current.setParentNode(this);             }         }     }      protected void setAsParentNodeOf(Node childNode) {         if (childNode != null) {             childNode.setParentNode(this);         }     }      public static final int ABSOLUTE_BEGIN_LINE = -1;      public static final int ABSOLUTE_END_LINE = -2;      public boolean isPositionedAfter(int line, int column) {         if (line == ABSOLUTE_BEGIN_LINE)             return true;         if (getBeginLine() &gt; line) {             return true;         } else if (getBeginLine() == line) {             return getBeginColumn() &gt; column;         } else {             return false;         }     }      public boolean isPositionedBefore(int line, int column) {         if (line == ABSOLUTE_END_LINE)             return true;         if (getEndLine() &lt; line) {             return true;         } else if (getEndLine() == line) {             return getEndColumn() &lt; column;         } else {             return false;         }     }      public boolean hasComment() {         return comment != null;     } }}, typeParameters=[]}]}]",1
Method &#x27;addAll&#x27; cannot be resolved in context children.addAll(node.getChildrenNodes()) (line: 337) me.tomassetti.symbolsolver.resolution.javaparser.contexts.MethodCallExprContext@6e12ea99,1
Method &#x27;addAll&#x27; cannot be resolved in context annotations.addAll(((AnnotableNode) node).getAnnotations()) (line: 87) me.tomassetti.symbolsolver.resolution.javaparser.contexts.MethodCallExprContext@1a0bf358,1
Method &#x27;addAll&#x27; cannot be resolved in context children.addAll(node.getChildrenNodes()) (line: 337) MethodCallExprContext{},2
Method &#x27;addAll&#x27; cannot be resolved in context comments.addAll(lineComments) (line: 75) MethodCallExprContext{},3
Method &#x27;addAll&#x27; cannot be resolved in context annotations.addAll(((AnnotableNode) node).getAnnotations()) (line: 87) MethodCallExprContext{},2
"Ambiguous method call: cannot find a most applicable method: MethodUsage{declaration=ReflectionMethodDeclaration{method=public java.lang.AbstractStringBuilder java.lang.AbstractStringBuilder.append(java.lang.CharSequence)}, paramTypes=[ReferenceTypeUsage{declaration=ReflectionClassDeclaration{clazz=java.lang.CharSequence}, typeParameters=[]}]}, MethodUsage{declaration=ReflectionMethodDeclaration{method=public java.lang.AbstractStringBuilder java.lang.AbstractStringBuilder.append(java.lang.Object)}, paramTypes=[ReferenceTypeUsage{declaration=ReflectionClassDeclaration{clazz=java.lang.Object}, typeParameters=[]}]}. First declared in java.lang.AbstractStringBuilder",8
Method &#x27;addAll&#x27; cannot be resolved in context children.addAll(node.getChildrenNodes()) (line: 10) MethodCallExprContext{},1
Method &#x27;addAll&#x27; cannot be resolved in context childrenAndComments.addAll(commentsToAttribute) (line: 404) MethodCallExprContext{},1
src/test/resources/javaparser-core-2.1.0.jar (No such file or directory),20
me.tomassetti.symbolsolver.model.typesystem.ReferenceTypeUsageImpl,2
me.tomassetti.symbolsolver.model.typesystem.PrimitiveTypeUsage,1
"Encountered &quot; &quot;&amp;&quot; &quot;&amp; &quot;&quot; at line 4, column 38. Was expecting one of:     &quot;boolean&quot; ...     &quot;byte&quot; ...     &quot;char&quot; ...     &quot;double&quot; ...     &quot;false&quot; ...     &quot;float&quot; ...     &quot;int&quot; ...     &quot;long&quot; ...     &quot;new&quot; ...     &quot;null&quot; ...     &quot;short&quot; ...     &quot;super&quot; ...     &quot;this&quot; ...     &quot;true&quot; ...     &quot;void&quot; ...     &lt;LONG_LITERAL&gt; ...     &lt;INTEGER_LITERAL&gt; ...     &lt;FLOATING_POINT_LITERAL&gt; ...     &lt;CHARACTER_LITERAL&gt; ...     &lt;STRING_LITERAL&gt; ...     &lt;IDENTIFIER&gt; ...     &quot;(&quot; ...     &quot;!&quot; ...     &quot;~&quot; ...     &quot;++&quot; ...     &quot;--&quot; ...     &quot;+&quot; ...     &quot;-&quot; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     ",2
"Encountered &quot; &quot;&amp;&quot; &quot;&amp; &quot;&quot; at line 3, column 49. Was expecting one of:     &quot;boolean&quot; ...     &quot;byte&quot; ...     &quot;char&quot; ...     &quot;double&quot; ...     &quot;false&quot; ...     &quot;float&quot; ...     &quot;int&quot; ...     &quot;long&quot; ...     &quot;new&quot; ...     &quot;null&quot; ...     &quot;short&quot; ...     &quot;super&quot; ...     &quot;this&quot; ...     &quot;true&quot; ...     &quot;void&quot; ...     &lt;LONG_LITERAL&gt; ...     &lt;INTEGER_LITERAL&gt; ...     &lt;FLOATING_POINT_LITERAL&gt; ...     &lt;CHARACTER_LITERAL&gt; ...     &lt;STRING_LITERAL&gt; ...     &lt;IDENTIFIER&gt; ...     &quot;(&quot; ...     &quot;!&quot; ...     &quot;~&quot; ...     &quot;++&quot; ...     &quot;--&quot; ...     &quot;+&quot; ...     &quot;-&quot; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     &lt;IDENTIFIER&gt; ...     ",1
Step is pending!,4
com.github.javaparser.ast.type.ReferenceType cannot be cast to com.github.javaparser.ast.expr.NameExpr,8
"Index: 2, Size: 0",9
com.github.javaparser.ast.expr.NameExpr cannot be cast to com.github.javaparser.ast.expr.MethodReferenceExpr,2
charsetName,69
Empty import declarations have no name,7
com.github.javaparser.ast.TypeParameter cannot be cast to [I,3
Failed to parse lambda expression! Please create an issue at https://github.com/javaparser/javaparser/issues,1
"Unsolved symbol in ReflectionClassDeclaration{clazz=java.util.Arrays} : Method &#x27;asList&#x27; with parameterTypes [ArrayTypeUsage{baseType=ReferenceTypeUsage{declaration=ReflectionClassDeclaration{clazz=java.lang.Long}, typeParameters=[]}}]",1
